wardname,lganame,statename
Ukpa-Ainu Ette,Oju,Benue
Ukpa-Ainu Ette,Oju,Benue
Wanihem,Yala,Cross River
Wanihem,Yala,Cross River
Oboru Oye,Oju,Benue
Oboru Oye,Oju,Benue
Oboru Oye,Oju,Benue
Okpoma,Yala,Cross River
Okpoma,Yala,Cross River
Okpoma,Yala,Cross River
Oboru Oye,Oju,Benue
Oboru Oye,Oju,Benue
Oboru Oye,Oju,Benue
Oboru Oye,Oju,Benue
Oboru Oye,Oju,Benue
Oboru Oye,Oju,Benue
Ugaga,Yala,Cross River
Ugaga,Yala,Cross River
Ugaga,Yala,Cross River
Ugaga,Yala,Cross River
Ugaga,Yala,Cross River
Gabu,Yala,Cross River
Gabu,Yala,Cross River
Gabu,Yala,Cross River
Gabu,Yala,Cross River
Gabu,Yala,Cross River
Ugaga,Yala,Cross River
Ugaga,Yala,Cross River
Ugaga,Yala,Cross River
Oboru Oye,Oju,Benue
Iyeche,Oju,Benue
Iyeche,Oju,Benue
Iyeche,Oju,Benue
Iyeche,Oju,Benue
Oboru Oye,Oju,Benue
Oboru Oye,Oju,Benue
Oboru Oye,Oju,Benue
Oboru Oye,Oju,Benue
Oboru Oye,Oju,Benue
Iyeche,Oju,Benue
Iyeche,Oju,Benue
Iyeche,Oju,Benue
Oboru Oye,Oju,Benue
Oboru Oye,Oju,Benue
Oboru Oye,Oju,Benue
Oboru Oye,Oju,Benue
Oboru Oye,Oju,Benue
Ikyurav,Konshisha,Benue
Gabu,Yala,Cross River
Oboru Oye,Oju,Benue
Oboru Oye,Oju,Benue
Gabu,Yala,Cross River
Gabu,Yala,Cross River
Gabu,Yala,Cross River
Gabu,Yala,Cross River
Gabu,Yala,Cross River
Gabu,Yala,Cross River
Gabu,Yala,Cross River
Gabu,Yala,Cross River
Ugaga,Yala,Cross River
Echumofana,Yala,Cross River
Echumofana,Yala,Cross River
Echumofana,Yala,Cross River
Echumofana,Yala,Cross River
Echumofana,Yala,Cross River
Echumofana,Yala,Cross River
Ugboro,Bekwarra,Cross River
Beten,Bekwarra,Cross River
Echumofana,Yala,Cross River
Echumofana,Yala,Cross River
Echumofana,Yala,Cross River
Echumofana,Yala,Cross River
Echumofana,Yala,Cross River
Echumofana,Yala,Cross River
Echumofana,Yala,Cross River
Yache,Yala,Cross River
Echumofana,Yala,Cross River
Yache,Yala,Cross River
Yache,Yala,Cross River
Yache,Yala,Cross River
Otukpuru,Bekwarra,Cross River
Beten,Bekwarra,Cross River
Beten,Bekwarra,Cross River
Beten,Bekwarra,Cross River
Beten,Bekwarra,Cross River
Beten,Bekwarra,Cross River
Beten,Bekwarra,Cross River
Beten,Bekwarra,Cross River
Gakem,Bekwarra,Cross River
Gakem,Bekwarra,Cross River
Gakem,Bekwarra,Cross River
Gakem,Bekwarra,Cross River
Mbayegh,Konshisha,Benue
Beten,Bekwarra,Cross River
Beten,Bekwarra,Cross River
Beten,Bekwarra,Cross River
Beten,Bekwarra,Cross River
Beten,Bekwarra,Cross River
Beten,Bekwarra,Cross River
Beten,Bekwarra,Cross River
Beten,Bekwarra,Cross River
Gakem,Bekwarra,Cross River
Gakem,Bekwarra,Cross River
Gakem,Bekwarra,Cross River
Gakem,Bekwarra,Cross River
Gakem,Bekwarra,Cross River
Gakem,Bekwarra,Cross River
Gakem,Bekwarra,Cross River
Gakem,Bekwarra,Cross River
Mbayegh,Konshisha,Benue
Mbayegh,Konshisha,Benue
Mbayegh,Konshisha,Benue
Yache,Yala,Cross River
Yache,Yala,Cross River
Yache,Yala,Cross River
Yache,Yala,Cross River
Yache,Yala,Cross River
Yache,Yala,Cross River
Yache,Yala,Cross River
Yache,Yala,Cross River
Yache,Yala,Cross River
Yache,Yala,Cross River
Yache,Yala,Cross River
Yache,Yala,Cross River
Yache,Yala,Cross River
Yache,Yala,Cross River
Yache,Yala,Cross River
Yache,Yala,Cross River
Yache,Yala,Cross River
Yache,Yala,Cross River
Yache,Yala,Cross River
Yache,Yala,Cross River
Yache,Yala,Cross River
Yache,Yala,Cross River
Yache,Yala,Cross River
Gabu,Yala,Cross River
Yache,Yala,Cross River
Yache,Yala,Cross River
Yache,Yala,Cross River
Yache,Yala,Cross River
Yache,Yala,Cross River
Yache,Yala,Cross River
Yache,Yala,Cross River
Yache,Yala,Cross River
Yache,Yala,Cross River
Yache,Yala,Cross River
Yache,Yala,Cross River
Yache,Yala,Cross River
Yache,Yala,Cross River
Gakem,Bekwarra,Cross River
Yache,Yala,Cross River
Gakem,Bekwarra,Cross River
Mbayegh,Konshisha,Benue
Gakem,Bekwarra,Cross River
Yache,Yala,Cross River
Yache,Yala,Cross River
Mbayegh,Konshisha,Benue
Mbayegh,Konshisha,Benue
Mbayegh,Konshisha,Benue
Mbayegh,Konshisha,Benue
Mbayegh,Konshisha,Benue
Mbayegh,Konshisha,Benue
Mbayegh,Konshisha,Benue
Mbayegh,Konshisha,Benue
Mbayegh,Konshisha,Benue
Mbayegh,Konshisha,Benue
Mbayegh,Konshisha,Benue
Mbayegh,Konshisha,Benue
Mbayegh,Konshisha,Benue
Mbayegh,Konshisha,Benue
Mbayegh,Konshisha,Benue
Mbake,Konshisha,Benue
Mbake,Konshisha,Benue
Mbake,Konshisha,Benue
Mbake,Konshisha,Benue
Mbayegh,Konshisha,Benue
Mbayegh,Konshisha,Benue
Mbayegh,Konshisha,Benue
Ningev,Vandeikya,Benue
Mbayegh,Konshisha,Benue
Ningev,Vandeikya,Benue
Ningev,Vandeikya,Benue
Ikyurav,Konshisha,Benue
Ikyurav,Konshisha,Benue
Ukpa-Ainu Ette,Oju,Benue
Ikyurav,Konshisha,Benue
Ikyurav,Konshisha,Benue
Ikyurav,Konshisha,Benue
Ikyurav,Konshisha,Benue
Ukpa-Ainu Ette,Oju,Benue
Ukpa-Ainu Ette,Oju,Benue
Ikyurav,Konshisha,Benue
Ikyurav,Konshisha,Benue
Ikyurav,Konshisha,Benue
Ikyurav,Konshisha,Benue
Ikyurav,Konshisha,Benue
Gabu,Yala,Cross River
Gabu,Yala,Cross River
Gabu,Yala,Cross River
Ikyurav,Konshisha,Benue
Ikyurav,Konshisha,Benue
Ikyurav,Konshisha,Benue
Ikyurav,Konshisha,Benue
Ikyurav,Konshisha,Benue
Mbavaa,Konshisha,Benue
Mbavaa,Konshisha,Benue
Mbavaa,Konshisha,Benue
Mbavaa,Konshisha,Benue
Mbavaa,Konshisha,Benue
Ukpa-Ainu Ette,Oju,Benue
Ukpa-Ainu Ette,Oju,Benue
Ukpa-Ainu Ette,Oju,Benue
Ikyurav,Konshisha,Benue
Ikyurav,Konshisha,Benue
Ikyurav,Konshisha,Benue
Ikyurav,Konshisha,Benue
Ikyurav,Konshisha,Benue
Ikyurav,Konshisha,Benue
Ikyurav,Konshisha,Benue
Ikyurav,Konshisha,Benue
Ikyurav,Konshisha,Benue
Ikyurav,Konshisha,Benue
Ikyurav,Konshisha,Benue
Mbavaa,Konshisha,Benue
Mbavaa,Konshisha,Benue
Mbavaa,Konshisha,Benue
Mbavaa,Konshisha,Benue
Mbavaa,Konshisha,Benue
Mbatem,Konshisha,Benue
Mbatem,Konshisha,Benue
Mbatem,Konshisha,Benue
Yache,Yala,Cross River
Mbavaa,Konshisha,Benue
Mbavaa,Konshisha,Benue
Mbawar,Konshisha,Benue
Mbake,Konshisha,Benue
Mbawar,Konshisha,Benue
Mbavaa,Konshisha,Benue
Mbawar,Konshisha,Benue
Mbawar,Konshisha,Benue
Mbawar,Konshisha,Benue
Mbawar,Konshisha,Benue
Mbavaa,Konshisha,Benue
Mbavaa,Konshisha,Benue
Mbavaa,Konshisha,Benue
Mbavaa,Konshisha,Benue
Mbavaa,Konshisha,Benue
Mbavaa,Konshisha,Benue
Mbavaa,Konshisha,Benue
Mbavaa,Konshisha,Benue
Mbawar,Konshisha,Benue
Mbavaa,Konshisha,Benue
Mbavaa,Konshisha,Benue
Mbawar,Konshisha,Benue
Mbawar,Konshisha,Benue
Mbawar,Konshisha,Benue
Mbawar,Konshisha,Benue
Mbawar,Konshisha,Benue
Mbawar,Konshisha,Benue
Mbawar,Konshisha,Benue
Mbake,Konshisha,Benue
Mbake,Konshisha,Benue
Mbayegh,Konshisha,Benue
Mbayegh,Konshisha,Benue
Mbayegh,Konshisha,Benue
Mbayegh,Konshisha,Benue
Mbayegh,Konshisha,Benue
Mbake,Konshisha,Benue
Mbake,Konshisha,Benue
Mbake,Konshisha,Benue
Mbayegh,Konshisha,Benue
Mbayegh,Konshisha,Benue
Mbayegh,Konshisha,Benue
Mbake,Konshisha,Benue
Mbake,Konshisha,Benue
Mbake,Konshisha,Benue
Mbake,Konshisha,Benue
Mbake,Konshisha,Benue
Mbake,Konshisha,Benue
Mbake,Konshisha,Benue
Mbawar,Konshisha,Benue
Mbake,Konshisha,Benue
Mbake,Konshisha,Benue
Mbake,Konshisha,Benue
Mbanor,Konshisha,Benue
Mbayegh,Konshisha,Benue
Mbayegh,Konshisha,Benue
Mbawar,Konshisha,Benue
Mbawar,Konshisha,Benue
Mbawar,Konshisha,Benue
Mbavaa,Konshisha,Benue
Mbavaa,Konshisha,Benue
Mbavaa,Konshisha,Benue
Mbavaa,Konshisha,Benue
Mbavaa,Konshisha,Benue
Mbawar,Konshisha,Benue
Mbawar,Konshisha,Benue
Mbawar,Konshisha,Benue
Mbawar,Konshisha,Benue
Mbawar,Konshisha,Benue
Mbawar,Konshisha,Benue
Mbawar,Konshisha,Benue
Mbawar,Konshisha,Benue
Mbawar,Konshisha,Benue
Mbanor,Konshisha,Benue
Mbanor,Konshisha,Benue
Mbanor,Konshisha,Benue
Mbanor,Konshisha,Benue
Mbake,Konshisha,Benue
Mbake,Konshisha,Benue
Mbake,Konshisha,Benue
Mbanor,Konshisha,Benue
Mbanor,Konshisha,Benue
Mbanor,Konshisha,Benue
Mbanor,Konshisha,Benue
Mbayegh,Konshisha,Benue
Mbayegh,Konshisha,Benue
Mbanor,Konshisha,Benue
Mbanor,Konshisha,Benue
Mbanor,Konshisha,Benue
Mbakuha,Ushongo,Benue
Alege/Ubang,Obudu,Cross River
Alege/Ubang,Obudu,Cross River
Alege/Ubang,Obudu,Cross River
Ukpe,Obudu,Cross River
Ukpe,Obudu,Cross River
Alege/Ubang,Obudu,Cross River
Alege/Ubang,Obudu,Cross River
Alege/Ubang,Obudu,Cross River
Ukpe,Obudu,Cross River
Ukpe,Obudu,Cross River
Ukpe,Obudu,Cross River
Alege/Ubang,Obudu,Cross River
Alege/Ubang,Obudu,Cross River
Alege/Ubang,Obudu,Cross River
Alege/Ubang,Obudu,Cross River
Alege/Ubang,Obudu,Cross River
Alege/Ubang,Obudu,Cross River
Ukpe,Obudu,Cross River
Alege/Ubang,Obudu,Cross River
Ukpe,Obudu,Cross River
Ukpe,Obudu,Cross River
Bendi 2,Obanliku,Cross River
Bendi 2,Obanliku,Cross River
Bendi 2,Obanliku,Cross River
Alege/Ubang,Obudu,Cross River
Alege/Ubang,Obudu,Cross River
Alege/Ubang,Obudu,Cross River
Utugwang North,Obudu,Cross River
Utugwang North,Obudu,Cross River
Utugwang North,Obudu,Cross River
Bendi 2,Obanliku,Cross River
Utugwang North,Obudu,Cross River
Bendi 2,Obanliku,Cross River
Bendi 2,Obanliku,Cross River
Bendi 2,Obanliku,Cross River
Bendi 2,Obanliku,Cross River
Bendi 2,Obanliku,Cross River
Bendi 2,Obanliku,Cross River
Bendi 2,Obanliku,Cross River
Bendi 2,Obanliku,Cross River
Bendi 2,Obanliku,Cross River
Basang,Obanliku,Cross River
Basang,Obanliku,Cross River
Basang,Obanliku,Cross River
Basang,Obanliku,Cross River
Basang,Obanliku,Cross River
Basang,Obanliku,Cross River
Basang,Obanliku,Cross River
Basang,Obanliku,Cross River
Basang,Obanliku,Cross River
Bendi 2,Obanliku,Cross River
Bendi 1,Obanliku,Cross River
Bendi 1,Obanliku,Cross River
Bendi 1,Obanliku,Cross River
Basang,Obanliku,Cross River
Basang,Obanliku,Cross River
Basang,Obanliku,Cross River
Basang,Obanliku,Cross River
Bendi 1,Obanliku,Cross River
Bendi 1,Obanliku,Cross River
Bendi 1,Obanliku,Cross River
Basang,Obanliku,Cross River
Basang,Obanliku,Cross River
Basang,Obanliku,Cross River
Basang,Obanliku,Cross River
Alege/Ubang,Obudu,Cross River
Alege/Ubang,Obudu,Cross River
Utugwang South,Obudu,Cross River
Alege/Ubang,Obudu,Cross River
Alege/Ubang,Obudu,Cross River
Alege/Ubang,Obudu,Cross River
Alege/Ubang,Obudu,Cross River
Alege/Ubang,Obudu,Cross River
Alege/Ubang,Obudu,Cross River
Utugwang North,Obudu,Cross River
Alege/Ubang,Obudu,Cross River
Alege/Ubang,Obudu,Cross River
Utugwang North,Obudu,Cross River
Utugwang North,Obudu,Cross River
Angiaba/Begiaka,Obudu,Cross River
Angiaba/Begiaka,Obudu,Cross River
Angiaba/Begiaka,Obudu,Cross River
Utugwang North,Obudu,Cross River
Alege/Ubang,Obudu,Cross River
Begiaba,Obudu,Cross River
Begiaba,Obudu,Cross River
Begiaba,Obudu,Cross River
Begiaba,Obudu,Cross River
Utugwang South,Obudu,Cross River
Utugwang South,Obudu,Cross River
Utugwang South,Obudu,Cross River
Utugwang South,Obudu,Cross River
Utugwang South,Obudu,Cross River
Utugwang North,Obudu,Cross River
Alege/Ubang,Obudu,Cross River
Alege/Ubang,Obudu,Cross River
Utugwang South,Obudu,Cross River
Utugwang South,Obudu,Cross River
Utugwang South,Obudu,Cross River
Utugwang South,Obudu,Cross River
Utugwang South,Obudu,Cross River
Utugwang South,Obudu,Cross River
Begiaba,Obudu,Cross River
Begiaba,Obudu,Cross River
Begiaba,Obudu,Cross River
Ipong,Obudu,Cross River
Ipong,Obudu,Cross River
Ipong,Obudu,Cross River
Ipong,Obudu,Cross River
Bendi 1,Obanliku,Cross River
Bendi 1,Obanliku,Cross River
Bendi 1,Obanliku,Cross River
Bendi 1,Obanliku,Cross River
Ipong,Obudu,Cross River
Bendi 1,Obanliku,Cross River
Basang,Obanliku,Cross River
Busi,Obanliku,Cross River
Busi,Obanliku,Cross River
Busi,Obanliku,Cross River
Bisu,Obanliku,Cross River
Busi,Obanliku,Cross River
Bendi 1,Obanliku,Cross River
Ipong,Obudu,Cross River
Ipong,Obudu,Cross River
Ipong,Obudu,Cross River
Ipong,Obudu,Cross River
Ipong,Obudu,Cross River
Ipong,Obudu,Cross River
Bendi 1,Obanliku,Cross River
Ipong,Obudu,Cross River
Ipong,Obudu,Cross River
Ipong,Obudu,Cross River
Ipong,Obudu,Cross River
Ipong,Obudu,Cross River
Ipong,Obudu,Cross River
Ipong,Obudu,Cross River
Urban 2/ObudunUrnan II,Obudu,Cross River
Bendi 1,Obanliku,Cross River
Bisu,Obanliku,Cross River
Bisu,Obanliku,Cross River
Bisu,Obanliku,Cross River
Bisu,Obanliku,Cross River
Bisu,Obanliku,Cross River
Bisu,Obanliku,Cross River
Ipong,Obudu,Cross River
Ipong,Obudu,Cross River
Ipong,Obudu,Cross River
Bisu,Obanliku,Cross River
Bisu,Obanliku,Cross River
Bisu,Obanliku,Cross River
Bisu,Obanliku,Cross River
Bisu,Obanliku,Cross River
Utanga,Obanliku,Cross River
Utanga,Obanliku,Cross River
Utanga,Obanliku,Cross River
Basang,Obanliku,Cross River
Utanga,Obanliku,Cross River
Utanga,Obanliku,Cross River
Utanga,Obanliku,Cross River
Utanga,Obanliku,Cross River
Utanga,Obanliku,Cross River
Utanga,Obanliku,Cross River
Utanga,Obanliku,Cross River
Basang,Obanliku,Cross River
Basang,Obanliku,Cross River
Basang,Obanliku,Cross River
Busi,Obanliku,Cross River
Utanga,Obanliku,Cross River
Utanga,Obanliku,Cross River
Utanga,Obanliku,Cross River
Utanga,Obanliku,Cross River
Utanga,Obanliku,Cross River
Utanga,Obanliku,Cross River
Utanga,Obanliku,Cross River
Utanga,Obanliku,Cross River
Utanga,Obanliku,Cross River
Utanga,Obanliku,Cross River
Utanga,Obanliku,Cross River
Utanga,Obanliku,Cross River
Utanga,Obanliku,Cross River
Utanga,Obanliku,Cross River
Utanga,Obanliku,Cross River
Liev L,Kwande,Benue
Liev L,Kwande,Benue
Liev L,Kwande,Benue
Utanga,Obanliku,Cross River
Liev L,Kwande,Benue
Utanga,Obanliku,Cross River
Utanga,Obanliku,Cross River
Utanga,Obanliku,Cross River
Utanga,Obanliku,Cross River
Liev L,Kwande,Benue
Utanga,Obanliku,Cross River
Liev L,Kwande,Benue
Liev L,Kwande,Benue
Utanga,Obanliku,Cross River
Utanga,Obanliku,Cross River
Utanga,Obanliku,Cross River
Liev L,Kwande,Benue
Liev L,Kwande,Benue
Liev L,Kwande,Benue
Utanga,Obanliku,Cross River
Liev L,Kwande,Benue
Liev L,Kwande,Benue
Liev L,Kwande,Benue
Liev L,Kwande,Benue
Liev L,Kwande,Benue
Liev L,Kwande,Benue
Busi,Obanliku,Cross River
Busi,Obanliku,Cross River
Busi,Obanliku,Cross River
Busi,Obanliku,Cross River
Busi,Obanliku,Cross River
Busi,Obanliku,Cross River
Bisu,Obanliku,Cross River
Bebi,Obanliku,Cross River
Bisu,Obanliku,Cross River
Bebi,Obanliku,Cross River
Bebi,Obanliku,Cross River
Bebi,Obanliku,Cross River
Bebi,Obanliku,Cross River
Bebi,Obanliku,Cross River
Bebi,Obanliku,Cross River
Bebi,Obanliku,Cross River
Bebi,Obanliku,Cross River
Bebi,Obanliku,Cross River
Bebi,Obanliku,Cross River
Bishiri South,Obanliku,Cross River
Bebi,Obanliku,Cross River
Bebi,Obanliku,Cross River
Bebi,Obanliku,Cross River
Bebi,Obanliku,Cross River
Bebi,Obanliku,Cross River
Bebi,Obanliku,Cross River
Utanga,Obanliku,Cross River
Utanga,Obanliku,Cross River
Utanga,Obanliku,Cross River
Utanga,Obanliku,Cross River
Utanga,Obanliku,Cross River
Liev Ll,Kwande,Benue
Bebi,Obanliku,Cross River
Bebi,Obanliku,Cross River
Liev Ll,Kwande,Benue
Liev Ll,Kwande,Benue
Liev Ll,Kwande,Benue
Liev Ll,Kwande,Benue
Liev Ll,Kwande,Benue
Liev L,Kwande,Benue
Liev L,Kwande,Benue
Liev Ll,Kwande,Benue
Liev Ll,Kwande,Benue
Liev Ll,Kwande,Benue
Liev Ll,Kwande,Benue
Liev Ll,Kwande,Benue
Liev Ll,Kwande,Benue
Liev Ll,Kwande,Benue
Liev Ll,Kwande,Benue
Liev Ll,Kwande,Benue
Liev Ll,Kwande,Benue
Liev Ll,Kwande,Benue
Utugwang South,Obudu,Cross River
Utugwang South,Obudu,Cross River
Utugwang South,Obudu,Cross River
Utugwang South,Obudu,Cross River
Utugwang South,Obudu,Cross River
Utugwang South,Obudu,Cross River
Utugwang South,Obudu,Cross River
Utugwang South,Obudu,Cross River
Utugwang North,Obudu,Cross River
Utugwang South,Obudu,Cross River
Utugwang South,Obudu,Cross River
Utugwang South,Obudu,Cross River
Utugwang South,Obudu,Cross River
Utugwang South,Obudu,Cross River
Begiaba,Obudu,Cross River
Nyumagbagh,Vandeikya,Benue
Nyumagbagh,Vandeikya,Benue
Mbayongo,Vandeikya,Benue
Mbayongo,Vandeikya,Benue
Mbayongo,Vandeikya,Benue
Mbayongo,Vandeikya,Benue
Mbayongo,Vandeikya,Benue
Mbayongo,Vandeikya,Benue
Mbayongo,Vandeikya,Benue
Mbayongo,Vandeikya,Benue
Mbayongo,Vandeikya,Benue
Mbayongo,Vandeikya,Benue
Nyumagbagh,Vandeikya,Benue
Mbayongo,Vandeikya,Benue
Nyumagbagh,Vandeikya,Benue
Nyumagbagh,Vandeikya,Benue
Mbayongo,Vandeikya,Benue
Nyumagbagh,Vandeikya,Benue
Mbayongo,Vandeikya,Benue
Mbayongo,Vandeikya,Benue
Nyumagbagh,Vandeikya,Benue
Nyumagbagh,Vandeikya,Benue
Mbayongo,Vandeikya,Benue
Begiaba,Obudu,Cross River
Ipong,Obudu,Cross River
Urban 2/ObudunUrnan II,Obudu,Cross River
Urban 2/ObudunUrnan II,Obudu,Cross River
Urban 2/ObudunUrnan II,Obudu,Cross River
Ipong,Obudu,Cross River
Urban 2/ObudunUrnan II,Obudu,Cross River
Urban 2/ObudunUrnan II,Obudu,Cross River
Urban 2/ObudunUrnan II,Obudu,Cross River
Urban 2/ObudunUrnan II,Obudu,Cross River
Urban 2/ObudunUrnan II,Obudu,Cross River
Urban 2/ObudunUrnan II,Obudu,Cross River
Urban 2/ObudunUrnan II,Obudu,Cross River
Urban 2/ObudunUrnan II,Obudu,Cross River
Urban 2/ObudunUrnan II,Obudu,Cross River
Ipong,Obudu,Cross River
Bishiri South,Obanliku,Cross River
Bishiri South,Obanliku,Cross River
Urban 2/ObudunUrnan II,Obudu,Cross River
Bisu,Obanliku,Cross River
Bisu,Obanliku,Cross River
Bisu,Obanliku,Cross River
Bishiri South,Obanliku,Cross River
Bishiri South,Obanliku,Cross River
Bishiri South,Obanliku,Cross River
Bishiri South,Obanliku,Cross River
Bishiri South,Obanliku,Cross River
Bishiri South,Obanliku,Cross River
Bishiri South,Obanliku,Cross River
Urban 2/ObudunUrnan II,Obudu,Cross River
Urban 2/ObudunUrnan II,Obudu,Cross River
Bishiri South,Obanliku,Cross River
Urban 2/ObudunUrnan II,Obudu,Cross River
Urban 2/ObudunUrnan II,Obudu,Cross River
Bishiri South,Obanliku,Cross River
Urban 2/ObudunUrnan II,Obudu,Cross River
Nyumagbagh,Vandeikya,Benue
Nyumagbagh,Vandeikya,Benue
Bishiri North,Obanliku,Cross River
Bishiri North,Obanliku,Cross River
Bishiri North,Obanliku,Cross River
Urban 2/ObudunUrnan II,Obudu,Cross River
Urban 2/ObudunUrnan II,Obudu,Cross River
Bishiri North,Obanliku,Cross River
Bishiri North,Obanliku,Cross River
Bishiri North,Obanliku,Cross River
Bishiri North,Obanliku,Cross River
Bishiri North,Obanliku,Cross River
Bishiri North,Obanliku,Cross River
Bishiri North,Obanliku,Cross River
Bishiri North,Obanliku,Cross River
Bishiri North,Obanliku,Cross River
Bishiri North,Obanliku,Cross River
Bishiri North,Obanliku,Cross River
Bishiri North,Obanliku,Cross River
Bishiri North,Obanliku,Cross River
Bishiri North,Obanliku,Cross River
Bishiri North,Obanliku,Cross River
Bishiri North,Obanliku,Cross River
Bishiri North,Obanliku,Cross River
Bishiri North,Obanliku,Cross River
Mbayongo,Vandeikya,Benue
Mbayongo,Vandeikya,Benue
Mbayongo,Vandeikya,Benue
Mbayongo,Vandeikya,Benue
Mbayongo,Vandeikya,Benue
Mbayongo,Vandeikya,Benue
Mbayongo,Vandeikya,Benue
Mbayongo,Vandeikya,Benue
Mbayongo,Vandeikya,Benue
Mbayongo,Vandeikya,Benue
Mbayongo,Vandeikya,Benue
Mbatyough,Vandeikya,Benue
Mbatyough,Vandeikya,Benue
Mbayongo,Vandeikya,Benue
Mbayongo,Vandeikya,Benue
Mbayongo,Vandeikya,Benue
Mbayongo,Vandeikya,Benue
Mbayongo,Vandeikya,Benue
Mbayongo,Vandeikya,Benue
Mbatyough,Vandeikya,Benue
Mbayongo,Vandeikya,Benue
Mbayongo,Vandeikya,Benue
Mbayongo,Vandeikya,Benue
Mbayongo,Vandeikya,Benue
Mbayongo,Vandeikya,Benue
Mbayongo,Vandeikya,Benue
Mbakaange,Vandeikya,Benue
Mbakaange,Vandeikya,Benue
Mbakaange,Vandeikya,Benue
Mbakaange,Vandeikya,Benue
Mbayongo,Vandeikya,Benue
Mbayongo,Vandeikya,Benue
Mbayongo,Vandeikya,Benue
Mbayongo,Vandeikya,Benue
Mbayongo,Vandeikya,Benue
Mbayongo,Vandeikya,Benue
Mbayongo,Vandeikya,Benue
Mbayongo,Vandeikya,Benue
Mbayongo,Vandeikya,Benue
Mbatyough,Vandeikya,Benue
Mbatyough,Vandeikya,Benue
Bishiri North,Obanliku,Cross River
Mbatyough,Vandeikya,Benue
Mbatyough,Vandeikya,Benue
Mbatyough,Vandeikya,Benue
Tondov L,Kwande,Benue
Tondov L,Kwande,Benue
Bishiri North,Obanliku,Cross River
Tondov L,Kwande,Benue
Tondov L,Kwande,Benue
Bishiri North,Obanliku,Cross River
Bishiri North,Obanliku,Cross River
Bishiri North,Obanliku,Cross River
Bishiri North,Obanliku,Cross River
Bishiri North,Obanliku,Cross River
Tondov L,Kwande,Benue
Tondov L,Kwande,Benue
Bishiri North,Obanliku,Cross River
Mbatyough,Vandeikya,Benue
Mbagbera,Vandeikya,Benue
Tondov L,Kwande,Benue
Mbagbera,Vandeikya,Benue
Mbagbera,Vandeikya,Benue
Mbagbera,Vandeikya,Benue
Tondov L,Kwande,Benue
Tondov L,Kwande,Benue
Tondov L,Kwande,Benue
Tondov L,Kwande,Benue
Tondov L,Kwande,Benue
Mbaketsa,Kwande,Benue
Tondov Ll,Kwande,Benue
Tondov Ll,Kwande,Benue
Bishiri North,Obanliku,Cross River
Bishiri North,Obanliku,Cross River
Bishiri South,Obanliku,Cross River
Bishiri North,Obanliku,Cross River
Bishiri North,Obanliku,Cross River
Bishiri North,Obanliku,Cross River
Bishiri South,Obanliku,Cross River
Bishiri South,Obanliku,Cross River
Bishiri South,Obanliku,Cross River
Bishiri South,Obanliku,Cross River
Bishiri South,Obanliku,Cross River
Bebi,Obanliku,Cross River
Bishiri North,Obanliku,Cross River
Bishiri North,Obanliku,Cross River
Bishiri North,Obanliku,Cross River
Bishiri South,Obanliku,Cross River
Bishiri South,Obanliku,Cross River
Bishiri North,Obanliku,Cross River
Bishiri North,Obanliku,Cross River
Bishiri North,Obanliku,Cross River
Bishiri North,Obanliku,Cross River
Bishiri North,Obanliku,Cross River
Bebi,Obanliku,Cross River
Bebi,Obanliku,Cross River
Liev L,Kwande,Benue
Liev Ll,Kwande,Benue
Liev Ll,Kwande,Benue
Liev Ll,Kwande,Benue
Liev Ll,Kwande,Benue
Liev Ll,Kwande,Benue
Liev Ll,Kwande,Benue
Liev Ll,Kwande,Benue
Liev Ll,Kwande,Benue
Liev Ll,Kwande,Benue
Liev Ll,Kwande,Benue
Liev Ll,Kwande,Benue
Liev Ll,Kwande,Benue
Liev Ll,Kwande,Benue
Liev Ll,Kwande,Benue
Bishiri North,Obanliku,Cross River
Bishiri North,Obanliku,Cross River
Bishiri North,Obanliku,Cross River
Bishiri North,Obanliku,Cross River
Bishiri North,Obanliku,Cross River
Bishiri North,Obanliku,Cross River
Bishiri North,Obanliku,Cross River
Bishiri North,Obanliku,Cross River
Bishiri North,Obanliku,Cross River
Menev,Kwande,Benue
Menev,Kwande,Benue
Menev,Kwande,Benue
Menev,Kwande,Benue
Menev,Kwande,Benue
Menev,Kwande,Benue
Tondov Ll,Kwande,Benue
Tondov Ll,Kwande,Benue
Tondov Ll,Kwande,Benue
Menev,Kwande,Benue
Menev,Kwande,Benue
Menev,Kwande,Benue
Menev,Kwande,Benue
Tondov Ll,Kwande,Benue
Menev,Kwande,Benue
Menev,Kwande,Benue
Liev Ll,Kwande,Benue
Liev L,Kwande,Benue
Liev L,Kwande,Benue
Liev Ll,Kwande,Benue
Menev,Kwande,Benue
Menev,Kwande,Benue
Liev L,Kwande,Benue
Liev L,Kwande,Benue
Liev L,Kwande,Benue
Liev L,Kwande,Benue
Liev L,Kwande,Benue
Liev L,Kwande,Benue
Liev L,Kwande,Benue
Liev L,Kwande,Benue
Liev L,Kwande,Benue
Liev L,Kwande,Benue
Liev L,Kwande,Benue
Liev L,Kwande,Benue
Liev L,Kwande,Benue
Liev L,Kwande,Benue
Liev L,Kwande,Benue
Liev L,Kwande,Benue
Liev L,Kwande,Benue
Liev L,Kwande,Benue
Liev L,Kwande,Benue
Liev L,Kwande,Benue
Liev L,Kwande,Benue
Liev L,Kwande,Benue
Liev L,Kwande,Benue
Liev L,Kwande,Benue
